Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
wristRollLeft,1.02839171922005E-07,-1.33225730764114E-08,-0.0251897720087197,0,0,0,0.0218080385275556,7.20050802631417E-06,-1.1217849635533E-10,-6.99611939720744E-11,1.27901471849465E-05,1.6299860832944E-11,1.08313101997167E-05,0,0,0,0,0,0,package://wristRollLeft/meshes/wristRollLeft.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://wristRollLeft/meshes/wristRollLeft.STL,,wristRollLeft,wristRollLeft-sys,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
